"openid","roleid","nickname","cumulative_topup_thousand_vnd","tier_history","matches"
"19425040","1938521208","BéNămBánhÚ",34,"",602
"36145474","1076811091","ManhzombieV4",34,"",1289
"373425680","1937637674","Top500CFM",34,"",286
"76870308","1760659629","_ဗီူ_Đệ_ဗီူ_",34,"",0
"77408631","1846645625","TExPann",34,"",123
"820495041","1757642405","lão•sói",34,"",29
"704827119","1127529682","Duy_01",34,"",81
"161744340","1210192446","TuấnCTpro",34,"",694
"374544959","1107010210","Kinhclas",34,"",39
"894026555","1349922142","Apau202",34,"",149
"17691987","1697047863","Nhuzy.",34,"",64
"972095079","1986290867","PewCFM",34,"",420
"769429490","1745650638","ElPulga10",34,"",1229
"894369919","1172377686","AnhCam",34,"",124
"386288919","1564353264","Tuấn_KhỉCFM",34,"",96
"952085964","1516057070","IDo",34,"",1099
"46741580","1810863230","along1234",34,"",107
"895642865","1711406497","Cha-Nè-Con",34,"",938
"969624599","1493757197","ooognaM",34,"",0
"611113774","1921468278","chuacobo",34,"",13
"392374245","1318407638","Phuong00",34,"",92
"906789629","1587985169","Bank-Robbery",34,"",661
"579089263","1454248831","bạn_cay_tôi_à",34,"",1
"505383009","1067452925","Asuratt777",34,"",322
"912423949","1774926962","JustRem",34,"",57
"895736129","1418875588","trunglelonton",34,"",51
"400968514","1103588652","MinhBQ",34,"",26
"822309721","1667546008","Ken_J",34,"",241
"766323953","1200153925","ThanhThienJET",34,"",27
"898341075","1324042503","BoyChungTinh~~",34,"",194
"722305292","1601531256","NamHoang88",34,"",997
"907621515","1076893838","dat1000feed",34,"",246
"404747096","1037345272","BaoDinh48",34,"",936
"341114928","1472670484","Ste-Zu",34,"",67
"528479811","1305104677","L$12-z1.0304",34,"",818
"73896269","1890578778","TRUNGK3",34,"",778
"655242643","1472916433","BWNOOB",34,"",260
"903977928","1840982000","Taoneee",34,"",11
"42634172","1249278216","Phihung09",34,"",4
"506378731","1181610548","Lương(?)/27",34,"",333
"6137141","1433656755","VIE_No",34,"",59
"33757626","1851940180","Potrelimixxxx",34,"",37
"701713741","1094749436","nguyentri1236",34,"",142
"580393167","1373234755","蔡丶уαиɢᵏ⁴",34,"",15
"427726311","1676374896","DanhCUTo",34,"",385
"361823428","1133762466","HảiBánhh",34,"",212
"913547285","1712578704","VUALIĐON",34,"",222
"581851129","1331863347","HHHH",34,"",973
"684369496","1896537204","tâmpple",34,"",226
"904105173","1458805967","TínTẻnTẽn",34,"",275
"431361644","1278431823","ăn-no-đan",34,"",396
"738371122","1709888776","Minneee",34,"",125
"528878845","1630984011","Xin1LầnThua",34,"",389
"368402803","1179829481","Gà::AK",34,"",312
"96987116","1135110798","Cccl",34,"",754
"201249578","1353932937","SOLO_PK",34,"",24
"443693376","1828675294","Nuuu",34,"",1702
"370840624","1112956194","VănThành205",34,"",25
"764698468","1509288685","нữυ　　女",34,"",17
"469036556","1843560030","MH*LOZZ*MM",34,"",127
"87194124","1675402013","Achiles...Alex",34,"",776
"371234685","1590226561","ĐờiBạcBẽo",34,"",342
"444272377","1691811429","Jean_Booth83",34,"",106
"966345301","1752739813","ThanRuaX",34,"",89
"155177161","1007552459","Thanhđiền2308",34,"",209
"817444030","1058423349","luciferne",34,"",923
"612525864","1199502040","bg1993",34,"",277
"89547952","1012618831","TOM_BOY916",34,"",1
"448476401","1179892302","ABABIP1997",34,"",254
"373091962","1681220157","DanValorant",34,"",46
"104230306","1798633717","Raadạiii",34,"",88
"723584197","1275915632","TaiGucci",34,"",0
"63884983","1187649234","hueoullllll",34,"",10
"976638915","1719102701","PeterPower",34,"",2131
"448501392","1167758443","totoantmt",34,"",58
"935258236","1717791916","長い長い",34,"",395
"760967792","1246515421","FC65",34,"",1920
"373192163","1996697628","Ssky2668",34,"",52
"883408720","1368890181","v2006",34,"",112
"42789242","1125439016","HíuTrùmZombie",34,"",581
"460627146","1922615809","Mèobeos",34,"",523
"815833958","1069902673","Mặp¥",34,"",2
"781541833","1966046432","AnBoMayĐi",34,"",147
"490372685","1298396275","㉨✩⁠ل͜⁠✩",34,"",715
"169679437","1058189306","Báo_ĐómCF++",34,"",685
"803005960","1804437075","Đoàn._.Dự",34,"",253
"62534458","1624800341","Cheonpuyang",34,"",0
"379740756","1307575133","MëDänCânMap",34,"",730
"940484637","1860426900","Jack06",34,"",222
"814667537","1801493756","040900huse",34,"",350
"69815744","1872839657","NayCôngSad:((",34,"",180
"756330867","1446617058","Entjss",34,"",81
"627178886","1199804410","TraDaoCute",34,"",47
"389075175","1854276109","LêNguyênCuto",34,"",962
"976804624","1022998005","QuynNgaa",34,"",318
"869163955","1928787765","vanket",34,"",51
"590966386","1243363354","Nhật-pro",34,"",73
"999649374","1926713599","Quocanhdeptrai",34,"",2
"630596647","1144834867","luanztz",34,"",373
"211049926","1601230675","VIE.nhajatkys",34,"",984
"139924216","1512284486","Tiubao",34,"",29
"195287468","1785173335","TânNèeee",34,"",102
"653918891","1049193929","Thu///Anh",34,"",117
"786855649","1768577567","SangHappy",34,"",1310
"633830102","1597324653","Sonic_ST",34,"",0
"404824575","1717286021","VinhXómBún",34,"",564
"154763690","1182493414","❤️LẮC❤️",34,"",5
"466681134","1445581911","Bùm_Bùm_Bùm",34,"",874
"750459458","1394077771","taipro",34,"",77
"405223314","1400701759","SốngDieVẫnSnip",34,"",93
"634938677","1305182450","AG.Thương#",34,"",1221
"390720689","1047971545","EvO3HT",34,"",728
"63026623","1325647605","KịttLuânn",34,"",166
"199341231","1606004256","EDGFzzf",34,"",426
"617859540","1748773979","Lillove",34,"",493
"434985706","1260757816","•°•xPeke•°•",34,"",150
"639365887","1880242498","Tài°lee",34,"",345
"425848747","1975131454","Son2007himoi",34,"",341
"590053444","1385408117","ChuTĩnhNhư",34,"",385
"434457987","1230640740","quocthangak",34,"",26
"80934915","1034055083","Mr.Tâm☆",34,"",264
"199349697","1273218646","WinNoName",34,"",162
"639440319","1098065456","quílương",34,"",426
"873092514","1247381218","Nson3007",34,"",283
"121289685","1632939698","MớiTậpChoi",34,"",35
"200761599","1015205409","Viss911",34,"",1655
"719691868","1359152991","Yêu_bé_Chi",34,"",28
"455042127","1345951417","_End_-_",34,"",461
"645362014","1236196921","TFKỳ",34,"",934
"454889353","1768310661","muónècon",34,"",16
"779385535","1437548135","Piaz",34,"",292
"909884421","1891133245","kuminn",34,"",12
"646140381","1506067150","Tmv_Tub_yeej",34,"",87
"461202631","1441293021","ỉαѕậρꉔầυтιêu",34,"",220
"65295110","1507072245","Namlh31",34,"",110
"874627841","1143645192","Ácufjthdi",34,"",23
"667285451","1144953270","Baânnaaa",34,"",382
"208737156","1148326467","duhuynh",34,"",56
"186076636","1434236982","JuneMT1209",34,"",1332
"782397687","1252334150","Shark_Duo",34,"",507
"654771105","1767011653","TanPhai",34,"",16
"765044536","1034672138","BáoĐenxx",34,"",106
"49733951","1820838041","응웬쭝기엔•Magic",34,"",83
"35024963","1601645313","Chaulenbarr",34,"",237
"724670794","1268859588","Tân_Baker64",34,"",428
"209235669","1496464816","tao.là.bố.may",34,"",687
"657409716","1808704464","nhanblack09",34,"",1697
"180765768","1656241081","Chương_Hoàng",34,"",287
"143332718","1357584974","AGvn",34,"",106
"764980984","1106706636","Mazu",34,"",43
"652695144","1162396176","DLS_TuanTeddy",34,"",3
"781700663","1538288797","caycucai",34,"",18
"670306258","1134590887","Cháu_Tokuda",34,"",1403
"4798447","1418279909","PKSEOD",34,"",57
"473631202","1871788024","TVN丶ᴀɴᴅʀᴇᴡ",34,"",43
"939017005","1286636717","Cris•Khoa",34,"",217
"820103264","1268198691","Lương1999",34,"",1660
"210190979","1507048581","kiett107",34,"",241
"6720272","1600941236","CàRốtMàuXanh",34,"",393
"809611088","1368721098","Bibinsam",34,"",466
"753229622","1284774933","wa$aw",34,"",152
"214543466","1619147795","DV-K29",34,"",830
"807081807","1552378140","LTP*_-",34,"",64
"876972917","1228815630","KhangXinLỗii",34,"",91
"684558137","1072839532","mèobéoăncơm",34,"",2
"842483795","1150445911","VIE.Tobie",34,"",1119
"753057983","1364292353","hông_đào2k",34,"",83
"780523031","1229303652","°Ren°",34,"",2360
"209681672","1963153480","__007",34,"",1357
"88377913","1020958364","XDZ•KuKon√",34,"",356
"691196652","1604560256","**Liedown.",34,"",16
"390390964","1022659177","Mặt°sẹo",34,"",26
"856695804","1355818535","LS.LUANPHAN",34,"",256
"488822848","1280950423","pedri.8",34,"",80
"620277083","1273877359","sangnguyen307",34,"",43
"772078520","1558744888","LeeQuyy",34,"",458
"699276802","1255837078","KienHung",34,"",5
"495112618","1542905019","Bùi_hoà",34,"",1
"46453608","1373391697","VănNguyên_",34,"",171
"5351416","1085205425","namcutovl",34,"",483
"786642290","1565091684","kniper",34,"",172
"971489909","1224182615","Khánh_Huy",34,"",0
"704290412","1546002479","MõiHaySuy",34,"",160
"480822352","1509708211","-DinhNgPhu-",34,"",294
"624437891","1738209229","NhệnCon",34,"",326
"498201109","1151400822","LyHỏaChânNhân",34,"",7
"669782165","1195932730","『KotexĐẫmMáu",34,"",649
"763014570","1497811566","BốLàMinhCảnh?",34,"",269
"705987199","1078577479","EddyNam",34,"",400
"160804608","1054175331","€Dragonfly€",34,"",432
"122791396","1205183780","VIE_Family05",34,"",200
"90323533","1254697059","khabat",34,"",122
"201072280","1670129065","phucthinh94",34,"",20
"897091886","1761251979","dumpihihi06",34,"",1046
"707557924","1064130234","Huong-Xinh",34,"",199
"714140327","1104578823","tlabocm12",34,"",0
"130640186","1038253529","Cau_Ba23",34,"",335
"164923580","1561649070","beerk",34,"",895
"167437218","1330010101","delinhuang",34,"",362
"387746099","1842204139","Nghịch-Tử-k6",34,"",321
"711261365","1263951910","Hao=)pham",34,"",660
"165314160","1412451725","Vanthanh005",34,"",132
"479852168","1654377797","CRD_LuLuCasCas",34,"",711
"901294322","1400589175","maviss",34,"",147
"975586793","1343104571","『ʀʙ︵』h3LoVe",34,"",1972
"515117022","1118165200","đạicaThay",34,"",106
"713007776","1552893653","ConChymXanh",34,"",1173
"881348554","1753474389","Toankt",34,"",7
"926423743","1563513435","MaicồTríĐỗ",34,"",422
"51527923","1337045547","Nohu88",34,"",137
"625934838","1034926813","NguyễnBáNhân",34,"",719
"739516753","1826782275","Qυícн•ßȁ°ßầυ",34,"",55
"714874776","1145595034","MelodyMark",34,"",31
"51724421","1914244986","Hình.Sự.Hẻm",34,"",409
"110514156","1781860018","muadonggseoul",34,"",150
"898523139","1685365047","DucManhh^_^",34,"",443
"189308762","1941442372","Longluong",34,"",204
"166027537","1469865194","BoTai9999",34,"",505
"729900594","1849294308","GáiViệtCuTây",34,"",5
"896806310","1498689655","orsxA",34,"",73
"123432705","1369848496","Sadboy14",34,"",1563
"519134315","1478472459","ledinhlam2k3",34,"",0
"550682619","1778419824","hming",34,"",111
"531806490","1492814107","MrKaii",34,"",262
"73646916","1382181016","Top1GoNTTT",34,"",47
"85537507","1090765119","Anhđẹc",34,"",1200
"816510642","1997706962","kill_Beart",34,"",57
"389618462","1918122102","Thuongneckn",34,"",217
"630306026","1286576810","đạt_già",34,"",2200
"996216453","1891177414","qtzuyn",34,"",88
"737217792","1858313412","tinhle200??",34,"",213
"651737611","1599131441","Luonghoa",34,"",385
"659231000","1004238315","CưnNè:))",34,"",0
"840018540","1149155430","Sát_Thủ_GP",34,"",273
"622412922","1107495629","Yamol",34,"",145
"885562878","1436889933","ngắmtoànHụt",34,"",1507
"752915226","1690161583","❤️coconut<3",34,"",275
"967376403","1803219443","Tequila.",34,"",43
"139019631","1517246003","QuốcVinh.!",34,"",175
"889604898","1725671900","BigenzRoblox",34,"",11
"670728988","1467055006","mondays",34,"",12
"526956853","1194516450","viethoang3vi25",34,"",281
"346444402","1808538508","**theking**",34,"",1185
"888810686","1661652467","nam9phimse",34,"",516
"745184222","1727954247","Hiuhiu04",34,"",52
"529458066","1109260757","Abadaden-12345",34,"",2
"632649534","1980681131","Thmat",34,"",285
"699571832","1349319948","HoàngKhánh_29",34,"",154
"35213650","1797815673","Behuynh79",34,"",239
"168740079","1215478860","CaoAnh02",34,"",146
"7410710","1836528215","8386668668",34,"",412
"768151198","1918901107","Ƙaїi",34,"",102
"798301489","1057638904","Nhan_afk",34,"",380
"736051484","1908626483","đấng",34,"",4184
"352685263","1135866211","Nhut2006)))",34,"",0
"512746769","1459304023","bốnècondmmm",34,"",49
"151031817","1561637928","ｔủｉｌồｎｓáｎｈｑｕａｉ",34,"",259
"734309529","1200457873","chaphetmaythan",34,"",81
"703330191","1118011022","LũNgu!",34,"",1007
"517004293","1222052821","CữuVĩYêuHồ",34,"",0
"353134846","1381117292","Oggi",34,"",815
"906379760","1745843541","Longkengkaka",34,"",133
"14862319","1636242488","ꍌꋊ꒐ꂵ",34,"",1
"974226327","1568128053","Askenstone",34,"",170
"880617477","1290482689","tuanmaster",34,"",46
"169235317","1191332832","burabanh",34,"",1186
"371532755","1611125336","SÓICÔĐỘC6789",34,"",402
"344897012","1169362339","BúIồnThuê",34,"",175
"73255218","1931498147","CựuThiếuNhi",34,"",330
"543000034","1421758740","atoshinkay",34,"",0
"681592451","1540728724","jocker01",34,"",62
"892220395","1504103497","WSD丶Bánh.Bao",34,"",379
"385750015","1957436847","LyThuanThien79",34,"",140
"963458863","1123399134","Luke_Cole615",34,"",315
"769832743","1748872725","Ponbeo",34,"",396
"816570715","1406224469","thanhtoan",34,"",8
"985103497","1599055956","hai@113",34,"",0
"556312408","1471721660",".———",34,"",56
"38615044","1072523755","iNoah",34,"",4
"748178642","1272775091","hoanglonq",34,"",94
"109972257","1201224508","BìnhDeptrai",34,"",219
"446385748","1111954883","AndyAndy",34,"",890
"458202189","1729456939","0849",34,"",214
"893874563","1737809932","huyden0909",34,"",67
"387222739","1290740573","helsing01",34,"",400
"962650392","1811784158","S1mlpzz",34,"",397
"729145762","1796047794","TanMinhdayne",34,"",189
"510548701","1747843864","Minhdubai99",34,"",1301
"70079524","1446205077","Để-Anh-Lo",34,"",216
"936012576","1984968061","Kacey_Baker150",34,"",979
"400789143","1897073873","『ＡＮ清芳』",34,"",777
"884773089","1043518204","KLoser",34,"",0
"917315816","1609074118","Bin_Bin161",34,"",724
"957492051","1015122298","Johan0909",34,"",198
"798344333","1025980118","thanhthai",34,"",3
"976519279","1528835563","tychosđáCFL99%",34,"",18
"401914980","1000235560","táonè99",34,"",149
"17396087","1739195046","Tthicthinhich",34,"",160
"493583763","1997114982","MinhHien:)))",34,"",171
"344924419","1335680590","lucquank75",34,"",70
"777940228","1201950804","nghĩa﷽﷽﷽﷽﷽﷽﷽﷽",34,"",1045
"175978134","1501855329","PhVuBinhMinh",34,"",614
"402613861","1810802478","Nhihoichi",34,"",1168
"518332282","1866334657","Dodorexッ",34,"",7
"893978546","1847017645","vavuvo",34,"",91
"441071344","1746819854","nghk౨ৎ",34,"",124
"189603459","1658329253","BeiSuTo",34,"",200
"627834577","1729060071","kukhungbacliu",34,"",200
"425796935","1586245619","tkienlabo",34,"",127
"893698368","1292115981","TrọnG1705",34,"",669
"872815201","1876684515","bisou",34,"",638
"733165687","1456208790","Headshotzz",34,"",4
"721981449","1846557932","ConCuXạThủ",34,"",568
"567224099","1420830956","Lily_Blake594",34,"",18
"43942981","1148756006","Milooo•",34,"",63
"946223088","1284263617","Sunset•",34,"",879
"63903760","1474568174","Vuilaok92",34,"",825
"575941366","1886165014","❖Lancelot❖",34,"",288
"988774137","1884103595","PUMA5.0",34,"",478
"831233227","1509014694","HuyLaiAnh",34,"",397
"439913258","1073622571","LONGismE",34,"",64
"176971752","1589763320","AlissaThư",34,"",55
"131970342","1384822612","Mhungg2",34,"",1002
"711124057","1884461063","ĐụMẹ-Mầy79",34,"",529
"687110907","1478183380","Love_Shin",34,"",466
"435839546","1895803021","Dawinbush",34,"",141
"444203146","1393459454","Kaitothai",34,"",8
"584189392","1925866991","GGatre",34,"",694
"148989445","1331187094","Trảdépbốvề86",34,"",1004
"577108820","1720253169","Minhh_Ducc",34,"",34
"165272221","1885654403","『102』MingWong$",34,"",1287
"416220268","1073675328","Bin_Jet",34,"",111
"446902806","1984053807","NinhAn",34,"",15
"956369659","1539169140","k3n1986",34,"",484
"735404124","1014694240","Lels001",34,"",36
"764118188","1049755759","PRIMExLUCIFER",34,"",514
"45851274","1982293385","Hoanglac",34,"",334
"584253390","1927974683","ThAchhAclOq",34,"",744
"744877523","1166759999","John_Banks4822",34,"",867
"469525457","1890302472","JiMMY.CF.49",34,"",1027
"952349620","1171901114","gacon26",34,"",4
"875019565","1059808638","botthui_234",34,"",3
"890600787","1784282308","Face..lili",34,"",4
"588034082","1401335771","78yPy",34,"",159
"74726148","1810046393","XioPhan3k",34,"",0
"177695255","1170756504","Bénhỏ",34,"",868
"601683224","1174053671","BØSS丶Rabit.2k8",34,"",363
"553016528","1485852688","Hùng1998x",34,"",578
"942043683","1077489679","hoàngtrưởng:))",34,"",1022
"431190701","1317617508","Lil_VincentChi",34,"",105
"749573563","1280478867","Rev.Hoangtu49",34,"",116
"461635120","1688350312","BỐi_BỐi?",34,"",61
"998642195","1403982043","Thăng19",34,"",624
"58726050","1445389768","TBinh",34,"",210
"714704572","1294541885","Theanhhh",34,"",307
"936009378","1913149236","chúiChinsu",34,"",7
"750323206","1464108533","Dũng_còi",34,"",0
"589006041","1221551642","leduchuynee",34,"",26
"672156081","1550434609","AE彡3რ_Bảo",34,"",447
"767419722","1405000482","CôBéBánDămm",34,"",410
"519877191","1571969129","TM•_GiaHuy",34,"",377
"428259663","1631496297","S_X_M_B",34,"",1393
"750333272","1503664951","botrumcf",34,"",125
"664892989","1708410615","VNS_Jiyag",34,"",583
"722982724","1217175838","Ke_huy_diet_92",34,"",39
"59223525","1132710358","MOLODOY^",34,"",751
"753339396","1866308063","muathuHanoi",34,"",434
"417102642","1627074032","Vie_Ddunggg",34,"",715
"757192783","1885039928","tinhdz6888",34,"",531
"98711615","1958974800","Bachu996",34,"",3447
"968700619","1305288619","1998yp",34,"",120
"779981306","1673575034","VIE_Napaze",34,"",55
"71545759","1821682642","Lothanhchiton@",34,"",508
"424439786","1373881923","Anhbinnn",34,"",0
"759914780","1264261528","Bantuantp",34,"",65
"934522684","1389359850","GOD•༄༂Sniper",34,"",209
"822010454","1216446609","Louis_Burk3789",34,"",143
"907623908","1522744857","Voi110",34,"",0
"996318197","1797380113","Bé_tạ_:3híhí",34,"",351
"844261992","1975413964","LeDung111997",34,"",546
"763612845","1382041295","TIMANHĐAU",34,"",634
"845862226","1736941817","vucapbn12345",34,"",1441
"159356057","1843753413","bengoc",34,"",191
"845006780","1812719392","Jesse35",34,"",194
"601139856","1357380134","Zadaz-Kill",34,"",124
"971702585","1084930073","Jwyebdid",34,"",30
"768349987","1640063345","VIE•KIN",34,"",237
"462409657","1303369919","ĐanSea",34,"",306
"805806772","1756835263","CBE.QVIET",34,"",23
"443014774","1529557891","∆Gin¶/∆",34,"",2004
"98003291","1232390544","Bụt个1v5",34,"",186
"767148409","1819590765","Fenx9",34,"",628
"773143360","1108218042","XinĐừngBắnEm!!",34,"",363
"44380348","1619859436","Lunhatduy",34,"",711
"475136890","1526515143","ChiBốMàyĐan",34,"",240
"169850884","1966558641","Huubeovip88",34,"",94
"473553240","1804132575","marrky.",34,"",169
"448826241","1759902544","hoanghuy-_-",34,"",104
"776736978","1693151700","SNIP",34,"",144
"368860581","1378646879","David_Clark98",34,"",132
"555373838","1010282787","VươngGióTai",34,"",1085
"450125657","1501377331","Chiến_Thần71",34,"",234
"723588643","1477876226","EmGiàNoel911",34,"",161
"185857243","1493296826","Kalmaegi",34,"",233
"778013945","1169372355","Amduscias",34,"",445
"856792578","1483423847","๖ۣۜL๖ۣۜI๖ۣۜE๖ۣ",34,"",609
"639160943","1916013816","GiNaWood",34,"",95
"392744298","1579771614","チュオン34",34,"",771
"667226617","1883320528","Tnzo’w07",34,"",17
"452655332","1750308554","Luke_Blake989",34,"",353
"77823694","1391783735","AnhBaBự",34,"",355
"742069654","1194236953","SonnCT",34,"",130
"557669873","1867221216","Nakime•",34,"",1605
"77239982","1140590979","Nht2106",34,"",257
"762731645","1920260050","Izuma",34,"",196
"930021826","1903834928","CáBoxingKo",34,"",100
"780575880","1943704638","Minhdepchaiii",34,"",69
"76360933","1606294485","TPD@NTrang09",34,"",152
"716652089","1877471118","Piubebong",34,"",120
"630459118","1329102366","PhanNhi:3",34,"",548
"63681457","1994588077","khanhkk#",34,"",325
"74388855","1737248410","Sờ.Anq",34,"",182
"791698008","1506586274","Dươngtran",34,"",430
"354687968","1067140549","Biên26",34,"",144
"810955961","1286802563","vanbi87",34,"",79
"213196133","1527420897","ViênĐạnLạC",34,"",194
"904037497","1708910254","Meron11711",34,"",184
"52192159","1774262549","Trasory2005",34,"",222
"800062096","1603884186","ChannTaoĐê",34,"",394
"440814442","1877810748","NhựtBắnChó",34,"",58
"921595639","1012642373",".m.....",34,"",9
"88854527","1533115573","AnhMập(TĐ)",34,"",1905
"6640408","1738459856","YuHcouQ",34,"",109
"854030934","1230061331","dhuu206",34,"",1
"800126571","1255733991","LeeGoen",34,"",572
"759028487","1268685502","HuỳnhTriệuDoci",34,"",0
"557921352","1004169196","dhuyzz",34,"",1
"643644058","1595716562","2003…",34,"",179
"763074596","1635281070","Tige&Bot",34,"",827
"112201555","1136246857","DyuHwangg01",34,"",80
"800606500","1632336046","provip",34,"",383
"8120259","1171985396","Long_hihi",34,"",47
"716259582","1043773906","Vermouth>_<",34,"",2063
"113915656","1006490503","Milo2020",34,"",323
"449020976","1101881902","CauBeCacBu",34,"",0
"975063386","1169809819","Manoduy",34,"",329
"806488592","1786904071","Nemobrown79",34,"",129
"212314427","1972285342","duwc.tawi:))",34,"",181
"82227585","1051006648","lion's",34,"",749
"885228423","1240567691","(‿ˠ‿)ɦıếυσƙ",34,"",83
"705889608","1180453430","『SW』RắຖVua",34,"",3378
"750363455","1078912352","NGỌCANH24",34,"",945
"820739203","1358041911","Baby_Boy..?",34,"",83
"82968188","1539793932","Linhhd@@",34,"",314
"139692083","1042587456","jdjxjxx",34,"",142
"704210062","1421999488","Ser_iu_e:3",34,"",7
"961318217","1800027598","O2TxKamjizz",34,"",60
"545788228","1248926950","ᵗⁱᵏᵗᵒᵏBúɳ☃ßαßყ",34,"",50
"837581688","1718691822","Paradjse",34,"",81
"754632984","1228252826","Dirk_Byr",34,"",157
"660236439","1383104730","ថាច់មិញតឹម202",34,"",51
"315481349","1712226225","¹ʕ⁠´⁠•⁠ᴥ⁠•⁠`⁠ʔ",34,"",458
"667999535","1133150884","18+LoneLy",34,"",305
"183205978","1549682152","Nong1989@",34,"",820
"845265777","1491747249","Gumiyusi",34,"",174
"821544181","1104257691","Vô_Danh28",34,"",2
"164655613","1189315949","aaaalooo",34,"",866
"175124782","1023378928","phong@1995",34,"",22
"707174460","1126285742","TwG丶Duy.lọ",34,"",38
"545471259","1183650554","ENG_Testarossa",34,"",1999
"456882706","1301630324","traiđẹp111",34,"",88
"72968570","1900831375","canvas",34,"",3
"558293081","1574428282","TrườngMeoMeo",34,"",51
"661673422","1264239958","hung.zxje",34,"",171
"72631919","1357545192","Fl.Haisoma",34,"",590
"8611033","1646930405","hwn_tk146",34,"",293
"478496003","1533640580","Vualọchéo",34,"",200
"5405618","1306773288","C113_00002",34,"",268
"966025965","1247074283","vảitrưởng⁸⁸",34,"",72
"484647571","1989759874","Anh3BặcCự",34,"",79
"158385676","1167931349","w'UynSoCiuˇ.Ϟ",34,"",114
"658620539","1942238274","Nhưái",34,"",0
"483662194","1182793249","HắcƯng.91",34,"",551
"760893189","1975439678","aaaahhA",34,"",1048
"826716434","1770568034","Haclong123ia",34,"",397
"484751999","1433418562","FBI_MêGái",34,"",401
"684845462","1884081160","Congcuba15",34,"",2151
"421233642","1479060119","Lenocr7",34,"",1664
"489620622","1761707351","Tom_Barry261",34,"",75
"405266706","1534259325","NDL-89",34,"",345
"933757873","1170004869","Quanghang00",34,"",250
"419864883","1595261428","T_M_Hoài",34,"",392
"8669868","1513227334","dkhoinhooo",34,"",189
"889054760","1356226827","AnhHùngNúp",34,"",793
"490653353","1399197781","Vinchau99",34,"",203
"51826478","1734070206","oghonecon",34,"",15
"706085836","1189390462","Đạt2025",34,"",963
"914957507","1954382498","Linh_1999",34,"",1106
"527132603","1551717140","ThanhDoanBoom",34,"",226
"78912631","1472335641","Caodz",34,"",383
"49145911","1879202445","Xie•Yan",34,"",74
"827673349","1028097678","pingjoker",34,"",827
"636120889","1136055785","BenNe…",34,"",409
"325218782","1652610159","Donna_Cox493",34,"",1244
"717643845","1671644931","PinkieBunnie",34,"",955
"657581088","1183751757","Hoanghieu0995",34,"",229
"494347352","1134240692","KangCot",34,"",178
"783704833","1588425374","Ｈx┊ＶăｎＨâｎ",34,"",190
"829326010","1023137983","H.Hoàng^^",34,"",210
"657077034","1172411461","VANWKHAI",34,"",675
"606286935","1465928704","nhatkeng",34,"",0
"847493131","1616722098","BigC_23.july",34,"",347
"494859035","1869773931","YêuCat",34,"",24
"784094208","1226312683","căncơ",34,"",399
"563071247","1763804756","VĩPhúc-.-",34,"",6
"292547107","1285381035","DRE_EURO",34,"",54
"760589121","1803019344","LọVươngĐạiĐế☻",34,"",212
"832339862","1173528629","NĐ_Racingboy",34,"",21
"500597812","1549210664","Tduong•08•",34,"",104
"721045436","1212790764","Tùngvp",34,"",195
"847194958","1750825929","LiveHuyềnXinh",34,"",403
"400451645","1597098804","Lucas_Burns059",34,"",638
"671589058","1269738153","Jade_Carr504",34,"",56
"632921791","1781611718","Maajp",34,"",26
"503787305","1868175927","duýợchó",34,"",210
"823839572","1462856483","Yeeulam",34,"",198
"702343887","1264610375","Kiệthayvãinồn",34,"",4
"344178937","1803038661","MầyBáZô.ô.ô",34,"",142
"43379798","1345773043","_NhatGuy_",34,"",73
"886244523","1319610382","77deejay77",34,"",56
"509231168","1346575670","Ba_Pháo25",34,"",1378
"751138791","1250761600","VTài",34,"",1
"659076083","1715634828","HieuHaTay",34,"",219
"574790218","1319132013","Kuppi1004",34,"",73
"760562098","1173655738","LOOKME1v5",34,"",2570
"378378074","1240230223","mario_omo",34,"",1420
"514598633","1086363798","NênGọiLàLơ",34,"",198
"340977017","1457649289","GòDầu-TâyNinh",34,"",666
"830134526","1029060187","KuBảyMàu",34,"",225
"175504501","1921915393","BắpDuidẻ",34,"",481
"543723488","1943182286","Jana_Black93",34,"",1170
"380346127","1995822795","ᴅɪᴍᴀ",34,"",1612
"523733740","1206375150","ßỐท9",34,"",969
"740141088","1768044907","FLA.LeAnhTu",34,"",112
"565456478","1232518076","HuyConn",34,"",70
"890857854","1946983012","NewGeneration",34,"",9
"659894993","1253728520","Dgvanvang",34,"",139
"892530353","1438755101","Bap2023@",34,"",1008
"529482033","1015505755","TAE™Thiện",34,"",34
"527103209","1959779707","VIE_XUANKHANH™",34,"",122
"152558614","1724254257","Majue",34,"",506
"697968846","1722748327","Khuêkhét",34,"",395
"877858179","1989987893","Todd_Berry059",34,"",323
"6753709","1021805706","MuốnBị-ĂnĐòn",34,"",589
"530627652","1687213029","wendy.^^",34,"",879
"175369251","1079653578","Area51",34,"",690
"142900091","1981401799","SEA..",34,"",65
"10751765","1728071763","Paena",34,"",63
"646846467","1984741938","btran@1204",34,"",102
"429245539","1309375383","BiiĐuoc.com",34,"",598
"535140807","1523433031","H.Dưng",34,"",7
"14049703","1673868996","lalicula",34,"",385
"192332267","1243019473","Wade_Burns938",34,"",149
"334647754","1802436099","τʂ.κίêμ.ᵏʸ̀",34,"",1115
"607986744","1535083009","Haruta",34,"",308
"957090743","1893208847","nệnnó",34,"",849
"541418887","1153649018","Heluheho",34,"",777
"7676607","1590546828","adc_nobita",34,"",1060
